ID;Slide Nr;Screen Nr;EN_Text
1;1;1;ECAS and ELM Basics
2;2;1;Do we know each other? If not, I´m Freddie.In our workshop as of now I will also have to deal with ECAS. Therefore I have to check what´s going on.
3;3;1;What you should know at the end of this module ...
3;3;1;What the terms ECAS and ELM mean
3;3;1;The advantages of an electronic air suspension system
3;3;1;The primary physical principles of ECAS
3;3;1;How the electronic control of ECAS works
3;3;1;What is meant with ECAS diagnosis
3;3;1;Why calibration and parameterizing of an ECAS system are necessary and how they are performed
4;4;2;Example:ECAS control unit for motor vehicle 4x2446 055 301 0
4;4;2;ECAS control unit for trailers
5;5;1;Steel suspension
5;5;1;Air suspension
5;5;1;Advantages:
5;5;1;Enhancement of suspension: cargo, vehicle and road surface are protected
5;5;1;Always the same spring travel due to the constant driving level
5;5;1;Improvement of steering and braking capabilities
5;5;1;Adjustment of the load platform to the ramp height
5;5;1;Keeps the vehicle height constant at desired level
6;5;2;Only with air suspension:
6;5;2;Raising and lowering of lifting axles
6;5;2;Traction help
7;6;1;Conventional air suspension
7;6;1;ECAS
7;6;1;Important advantages of ECAS:
7;6;1;Easy installation
7;6;1;Faster and more exact raising and lowering
7;6;1;Reduced air consumption
7;6;1;Achieves the driving level automatically
7;6;1;Easier operation
7;6;1;Self-monitoring and diagnosis
8;7;1;The electronic control provides faster and more exact raising and lowering.
8;7;1;Only using an electronic air suspension system it´s possible to adjust the load platform to the ramp height.
8;7;1;ECAS reduces the air consumption when driving.
8;7;1;ECAS provides the additional functions of self-monitoring and diagnosis.
8;7;1;Only using an electronic air suspension system it´s possible to retain the driving level and thus the spring travel.
8;7;1;ECAS is easier to operate.
8;7;1;Confirm with
8;7;1;[ Ready ]
8;7;1;Mark all correct statements regarding the advantages of the electronic air suspension system ECAS compared to conventional air suspension systems.
8;7;1;That´s true. The control unit is able to achieve a desired height faster and more exact as it is possible via manual control.
8;7;1;That´s wrong. Even using a conventional air suspension system the platform can be adjusted to the ramp height. However, it´s not performed automatically.
8;7;1;That´s true. ECAS consumes less air, because the control unit recognizes whether the vehicle is in motion, and the driving level is readjusted no more than necessary.
8;7;1;That´s right. During operation the control unit is able to detect error conditions, to react immediately and to store them internally for subsequent diagnosis.
8;7;1;This statement is not correct, because also a conventional air suspension system is able to perform this. However, not so exact as ECAS can.
8;7;1;That´s true. ECAS reacts at the push on a button. For instance a specific height stored in the control unit is automatically addressed, without annoying manual readjustment.
8;7;1;That´s right, you marked all appropriate statements.
9;8;1;Physical principles of air suspension
10;9;2;Pressure
10;9;2;=
10;9;2;Force
10;9;2;Area
10;9;2;P
10;9;2;F
10;9;2;A
10;9;2;=
11;10;1;And what about different levels of the platform? I guess it also coheres somehow with pressure, or am I wrong?
12;11;1;The pressure is higher than before.
